sp1	sp2	symp	area1	area2
178	39	0.5882972881076481	46	89
68	131	0.8742577529892861	91	29
80	145	0.43429003547951406	17	33
19	89	0.746476528580904	59	62
215	48	0.35031901543064337	86	85
206	199	0.8878993172334486	93	39
102	35	0.8873888538890524	19	50
105	147	0.578223704097253	94	34
6	125	0.996964533285599	7	14
148	144	0.6360690423900951	70	30
24	115	0.8272867621281578	11	37
115	123	0.2096875507386674	37	28
141	205	0.39940283746125926	3	84
88	159	0.453566430796402	92	19
83	78	0.34284097490732823	31	10
129	9	0.12294261286106967	62	1
55	182	0.984205349682789	95	32
182	52	0.5582758133146821	32	58
182	14	0.9663215206752196	32	81
41	175	0.6234281994145949	87	45
169	103	0.6798095605284671	7	37
93	83	0.7642774057092191	24	31
19	42	0.4837346171393946	59	1
60	77	0.2535349408256874	46	52
136	46	0.7986138154808524	3	19
106	103	0.38764522867294104	98	37
216	12	0.30077874968895235	86	80
37	102	0.9034083672393278	66	19
24	15	0.3384506226539137	11	15
124	126	0.4899733846106553	68	97
72	214	0.04590155165479337	77	1
213	171	0.03342485006300189	76	16
146	6	0.4520270139473773	68	7
72	49	0.7855493044271044	77	6
102	69	0.8956389216806984	19	66
192	41	0.24636328538567887	58	87
121	8	0.35831886829744464	98	72
110	153	0.7690897228511057	95	4
74	35	0.08433384027465185	6	50
58	186	0.21978803497717803	85	88
170	5	0.3930560160061467	60	81
77	109	0.6113981419523368	52	3
21	83	0.601917380446231	40	31
144	48	0.6740876382482363	30	85
133	151	0.18520368161800227	8	94
105	104	0.9950489022179836	94	37
159	158	0.9482961780773864	19	87
105	10	0.6681513589020391	94	92
121	127	0.5378890351854227	98	17
111	195	0.16724644609229689	22	3
69	212	0.17999138172027973	66	34
126	12	0.1662868986798185	97	80
4	100	0.34315716079314895	26	67
69	6	0.8563352991645528	66	7
194	61	0.2318609496529932	1	89
55	16	0.9001044759749092	95	85
178	82	0.004453585458971898	46	51
131	40	0.9263751502265819	29	59
23	176	0.0786550865062845	81	86
78	160	0.5297672250910206	10	64
48	192	0.9766391997749749	85	58
34	174	0.7757726850283067	26	88
7	131	0.7295141759452757	34	29
136	201	0.9096799272926468	3	88
115	152	0.1778713882148819	37	56
73	196	0.813803166592739	84	7
171	58	0.09866659468864869	16	85
153	139	0.6146342151708153	4	22
128	203	0.5952388506260566	61	71
208	142	0.6562668378913784	46	89
60	127	0.2843798853320204	46	17
51	160	0.2977642786583251	88	64
42	204	0.08080109798951918	1	45
142	156	0.7741935588877048	89	4
80	88	0.4364861149832373	17	92
56	12	0.819617503478411	31	80
180	132	0.40047020523762	36	48
133	100	0.4792704005263989	8	67
102	37	0.3367494828423774	19	66
141	49	0.2810617608207997	3	6
61	18	0.5524702510651853	89	78
135	100	0.17904671183457188	53	67
7	74	0.6054480914167887	34	6
196	195	0.17280925116616164	7	3
124	121	0.07198216326933904	68	98
136	144	0.06380549503245447	3	30
78	101	0.6877544447617043	10	21
34	26	0.8936817576942272	26	61
126	131	0.9754032147694531	97	29
33	18	0.8642990439453518	35	78
127	182	0.8394006526692371	17	32
127	128	0.2022531153776269	17	61
176	190	0.8242546147312293	86	39
90	158	0.8353375071552871	29	87
120	56	0.8301382051011167	2	31
60	63	0.2852246996882105	46	71
136	49	0.5117501057875395	3	6
103	128	0.23107729829546453	37	61
114	47	0.5395670572281286	74	30
37	109	0.9852117582701634	66	3
27	9	0.4991024469256895	55	1
119	90	0.6658052337203756	44	29
60	130	0.16861095536584558	46	61
14	7	0.476857925284943	81	34
35	153	0.066066114681826	50	4
207	75	0.5238542214070647	87	88
157	150	0.08237093088280534	71	100
19	86	0.5872623788769953	59	87
45	80	0.34772240583102465	21	17
100	175	0.7181396157024187	67	45
98	149	0.9082926729466149	86	98
7	173	0.2080402557850055	34	34
192	58	0.3315626549908026	58	85
44	80	0.45529560473660424	58	17
6	80	0.5830062298313567	7	17
1	175	0.748110010370527	30	45
90	89	0.20476204359382777	29	62
14	75	0.9935231990995207	81	88
159	113	0.25301509443920756	19	4
22	91	0.2297796041125295	85	31
88	6	0.9932147737818685	92	7
75	86	0.09110398515811013	88	87
103	212	0.24312290472791365	37	34
116	94	0.6396685112729926	100	52
165	86	0.818253458546883	20	87
113	65	0.9913642196205976	4	8
120	198	0.11033156068508809	2	80
174	137	0.16994588723570503	88	4
136	25	0.8064594714709555	3	77
135	76	0.5113757865774146	53	53
12	67	0.04847644988420585	80	72
9	36	0.7012710144108266	1	28
180	150	0.5923168641258831	36	100
130	141	0.6203480220831745	61	3
118	19	0.34068496542476	62	59
114	72	0.6431988086004421	74	77
76	125	0.8808947879944128	53	14
31	154	0.1840706090807942	40	44
30	85	0.7389715667339005	38	57
181	156	0.09976818254569142	20	4
14	208	0.12773605617795658	81	46
37	28	0.7422343258605211	66	6
82	134	0.618788844861816	51	85
118	81	0.3356229581874751	62	22
118	13	0.30222800920003545	62	34
185	169	0.746645120128342	71	7
94	43	0.6154676246984384	52	15
172	75	0.7810989357524405	50	88
175	121	0.20087981109393682	45	98
106	79	0.5127654186876417	98	1
203	51	0.49915781173839635	71	88
74	149	0.7174481845534397	6	98
155	173	0.2559844246222204	44	34
24	191	0.8721160476774101	11	59
80	47	0.20420485924925624	17	30
118	18	0.8907402743849455	62	78
16	110	0.5075594106774939	85	95
193	35	0.03823888602071346	2	50
3	146	0.42720629119843556	76	68
20	180	0.24553187583243663	35	36
61	30	0.5595447561894812	89	38
152	66	0.5398347668611956	56	3
19	50	0.2571247693191523	59	60
96	146	0.784250917926142	36	68
148	58	0.2062239870014072	70	85
153	35	0.6044666655611547	4	50
100	52	0.39411047556646417	67	58
