sp1	sp2	symp	area1	area2
13	144	0.25410559799491794	19	83
115	85	0.23511304285978119	98	29
5	36	0.3248372660010711	46	69
106	85	0.6497752532177632	79	29
53	60	0.7948567745221482	8	49
128	39	0.08585429629218899	90	69
59	71	0.2877323009547166	68	30
30	60	0.8692012703164321	66	49
145	71	0.07519157293427259	58	30
91	112	0.7223614917628728	22	39
83	29	0.1584532327183108	6	14
48	30	0.9080701118312011	15	66
51	6	0.922876260088848	10	51
138	80	0.18472751777975682	38	4
69	11	0.17162444883149863	99	33
127	107	0.9084827771056893	2	49
70	152	0.15753570971590003	56	57
147	25	0.3660264271911323	30	51
144	154	0.5416221254411359	83	51
70	116	0.018380513638054152	56	45
105	22	0.7813515700589454	91	98
53	124	0.14621971157234648	8	36
138	54	0.6455816551817887	38	56
58	84	0.5214749692443754	38	88
72	19	0.9169607491998767	33	96
100	128	0.4052353940205137	1	90
52	153	0.23935394921968867	17	27
18	94	0.7150662680426728	31	26
151	120	0.13728002464107225	33	12
111	118	0.8292319951568028	93	78
90	82	0.25064177133368903	62	13
129	4	0.05226906813346199	30	72
4	68	0.47653329331204664	72	37
39	71	0.20351681556669798	69	30
77	62	0.6350214042493793	95	65
24	88	0.5273044291305887	53	70
45	80	0.1379748917897463	73	4
35	140	0.8978721826679394	36	5
123	6	0.7058445664503913	52	51
92	50	0.8317222178849988	69	98
110	130	0.8500697333016418	99	43
33	12	0.7862856976697774	25	74
109	6	0.28705171519747597	75	51
23	151	0.5972265801213511	37	33
122	29	0.8538538137657157	82	14
9	19	0.06969702654929766	15	96
135	75	0.5746888909591898	96	39
56	149	0.638116667403455	97	92
2	118	0.42743932385168093	55	78
77	79	0.49501570191305255	95	36
119	153	0.7826199715470094	93	27
54	99	0.017902265792379524	56	40
150	6	0.7893834456998653	61	51
1	91	0.6754206649267909	62	22
146	109	0.6063753526997625	68	75
106	109	0.5526914466272806	79	75
150	89	0.3105113549715126	61	32
74	6	0.04957153173847295	76	51
104	18	0.6203913716500912	34	31
15	138	0.8834912873776853	53	38
61	138	0.13240739365399845	68	38
33	135	0.1477494780562364	25	96
53	116	0.8883468557880463	8	45
46	117	0.5188216975280336	39	20
43	121	0.8496425116930526	35	33
68	39	0.6289316157147232	37	69
