sp1	sp2	symp	area1	area2
80	148	0.5094613695903423	72	3
7	19	0.9479795664747066	18	99
88	21	0.9601657622197721	44	2
27	126	0.9432683736494123	36	26
27	103	0.4048819007395139	36	39
110	133	0.6008348214821744	44	26
10	141	0.8252551102690038	28	37
7	100	0.2594201220712018	18	30
157	66	0.460465811532742	62	10
124	84	0.6190542076110036	73	28
151	121	0.6883166083306036	92	18
128	54	0.48647682497766465	56	71
89	82	0.16362479108193906	71	16
56	8	0.0882321122802674	89	53
11	100	0.7187840420419449	11	30
34	76	0.7846279005457121	3	76
105	64	0.2770366525402065	5	72
37	55	0.5397573120556576	67	66
130	64	0.22321371871280893	41	72
61	95	0.22945212393870562	25	64
68	143	0.6607288831795461	49	71
16	38	0.838926460441392	55	37
43	85	0.4595879366874672	64	82
155	99	0.6076243143386117	17	79
115	63	0.9931816219370382	53	58
12	137	0.16838961551541043	100	1
65	150	0.4979943053551057	82	88
40	157	0.9800534582277111	43	62
54	53	0.7405163320294872	71	39
107	90	0.27274984728300644	47	75
73	38	0.01193347512945031	73	37
116	137	0.7659124966277516	81	1
147	85	0.5486776666386636	30	82
114	32	0.10167461145189371	44	49
61	92	0.714401319260638	25	52
120	28	0.16197913129401253	46	78
26	76	0.316248439497397	81	76
156	31	0.6124734495046722	90	45
137	33	0.15383307573124083	1	12
7	62	0.8158054079528787	18	91
135	94	0.1341976048968454	50	20
105	145	0.8875882604308366	5	23
8	12	0.5110082492830118	53	100
56	136	0.9760656566499296	89	99
84	157	0.33496280328075834	28	62
124	93	0.251320954982017	73	58
145	136	0.176669342437763	23	99
126	54	0.6019112425024928	26	71
143	40	0.8680714477899844	71	43
91	150	0.10806446305303397	72	88
151	10	0.49620219347805694	92	28
128	76	0.6433971766488993	56	76
45	147	0.1521094218002963	66	30
4	85	0.09924413707553181	80	82
74	147	0.8319542958269829	90	30
49	55	0.5714736413833094	25	66
93	97	0.6739408141268444	58	93
143	153	0.41440334513014054	71	26
27	89	0.6333271554461163	36	71
140	88	0.16881437959956003	86	44
142	60	0.4879484765109713	54	37
104	86	0.8062583347764405	48	76
111	87	0.9522433264707462	23	76
93	95	0.17759469785321502	58	64
126	47	0.01979923270480599	26	20
151	108	0.9223000735367755	92	22
149	57	0.7635550317106135	7	52
106	107	0.678471543992544	1	47
17	71	0.06426193358926935	72	91
60	128	0.215166791898999	37	56
69	6	0.0650549276322876	63	34
137	156	0.1473572874094965	1	90
123	74	0.5247001392683404	49	90
27	74	0.9917913517948601	36	90
144	56	0.20148361695716066	53	89
13	40	0.7137083191214877	40	43
131	39	0.7295202362653835	61	22
148	103	0.9183232045050806	3	39
11	103	0.9721116784189195	11	39
54	2	0.7783710902034192	71	33
90	142	0.8346268972464819	75	54
17	100	0.16217687566014682	72	30
51	10	0.9203629777306197	62	28
29	31	0.9767340139719142	37	45
70	152	0.2490252279889692	81	20
155	82	0.9496510303343032	17	16
149	4	0.47324921670937714	7	80
19	66	0.44815865665875365	99	10
106	44	0.4602016912796345	1	87
118	141	0.6196046098052779	76	37
66	13	0.5160632572757375	10	40
30	134	0.3464425169865686	63	24
151	65	0.8089349235782546	92	82
141	38	0.5127897036051352	37	37
3	59	0.34215715125702895	78	85
35	112	0.9707731760253114	20	3
84	59	0.5593282609982048	28	85
110	35	0.8673187535558645	44	20
28	153	0.3550649496205227	78	26
57	44	0.44339360856576504	52	87
135	8	0.2965334119904186	50	53
98	150	0.9974497741696842	70	88
51	43	0.831550407004579	62	64
44	99	0.8730879978893571	87	79
11	24	0.13663148580532458	11	61
34	37	0.7286629821082391	3	67
43	13	0.2478891586349412	64	40
28	9	0.4300665462886202	78	12
91	37	0.6844342525240479	72	67
67	132	0.017728134387603678	43	13
147	72	0.21667696352389043	30	59
17	14	0.9023753323426594	72	99
87	153	0.9479734505310752	76	26
34	67	0.5468045532148795	3	43
67	72	0.5825001868677578	43	59
75	31	0.45641005067734763	83	45
116	19	0.44329443097738697	81	99
134	136	0.6934750362724096	24	99
58	116	0.7612614715073341	39	81
10	103	0.34880281973647753	28	39
21	76	0.6067650285667723	2	76
100	64	0.5689936516013895	30	72
114	3	0.8264965921972204	44	78
86	143	0.1403946228066666	76	71
31	92	0.9649380463826341	45	52
92	34	0.48262421790900456	52	3
147	11	0.8631754415164228	30	11
130	77	0.2204753714230956	41	97
34	147	0.7657799972441333	3	30
147	61	0.6941054152096896	30	25
120	21	0.28256603476425723	46	2
17	97	0.2142081356092952	72	93
51	88	0.07039389666463691	62	44
2	114	0.5032382127989582	33	44
143	112	0.7839588223635742	71	3
29	84	0.5359454436911637	37	28
129	44	0.02452409518948806	21	87
9	54	0.5466822559720264	12	71
42	122	0.6025204289429597	61	12
5	57	0.5079149815915965	74	52
29	13	0.5961550105318212	37	40
26	107	0.21372701799063631	81	47
55	80	0.8674284439484776	66	72
17	1	0.5593446405945142	72	63
41	32	0.4565444981365856	58	49
39	127	0.4833727204562087	22	42
13	110	0.08907430207296085	40	44
146	82	0.28777735669559423	50	16
130	29	0.7175580701593746	41	37
75	116	0.07159537284393414	83	81
82	147	0.7372506614232202	16	30
92	55	0.28819898548384515	52	66
10	121	0.351727538474632	28	18
16	73	0.46012815442194	55	73
49	50	0.048987415899322095	25	33
157	73	0.07368039073185517	62	73
4	153	0.10359212258491912	80	26
157	13	0.11413692675998177	62	40
72	144	0.15030656984779456	59	53
55	67	0.7810915765623758	66	43
49	24	0.37391464172818434	25	61
103	79	0.8651011109510398	39	2
28	99	0.053728409424040224	78	79
151	71	0.9389942843212917	92	91
34	124	0.9061554412092463	3	73
60	77	0.33000888397118067	37	97
109	79	0.5517026150506303	74	2
153	108	0.829076422385754	26	22
51	74	0.036452192896880065	62	90
8	47	0.1500056829485682	53	20
131	154	0.38157538696720483	61	22
39	84	0.9423244678284785	22	28
89	87	0.716512338094378	71	76
126	61	0.40874692891348574	26	25
122	121	0.35522659114029476	12	18
18	6	0.8831260941407035	99	34
20	10	0.6436716416445116	69	28
76	131	0.7268367566021032	76	61
119	85	0.8618327566507464	3	82
62	61	0.41304978681764926	91	25
1	62	0.4903794057330929	63	91
129	82	0.6017338661059871	21	16
16	101	0.0908406339271105	55	55
127	120	0.842883096210399	42	46
40	109	0.22021012924152983	43	74
123	156	0.39546680009010093	49	90
54	53	0.05538992767285089	71	39
43	61	0.7670322546486884	64	25
105	84	0.2102029200229223	5	28
145	31	0.575547883438778	23	45
22	5	0.049411897660571524	21	74
137	24	0.03424732271282871	1	61
63	156	0.9724256452445463	58	90
43	3	0.4532753252475076	64	78
65	116	0.03321038870510229	82	81
30	17	0.5114050768885755	63	72
98	157	0.19721014096583067	70	62
106	21	0.7683239670364932	1	2
53	103	0.6603214258101778	39	39
132	134	0.7530210746192891	13	24
93	17	0.18118584814487693	58	72
88	122	0.7550485258026356	44	12
25	150	0.8549504875836517	30	88
43	103	0.21061040036366097	64	39
152	83	0.12382169647364061	20	49
132	98	0.05840362207991012	13	70
117	63	0.5140485549834722	38	58
33	157	0.7570102803435304	12	62
114	58	0.5796851844338862	44	39
