sp1	sp2	symp	area1	area2
46	55	0.8567063466136576	40	2
184	107	0.5878283065364753	40	15
187	161	0.4608821972639702	39	80
147	87	0.36406411030542385	27	56
98	61	0.5029588374433166	59	76
117	27	0.031046656732739653	28	17
211	179	0.5062494020007539	46	42
207	32	0.7265013110372152	19	35
182	203	0.388180716659111	87	2
66	182	0.6588515162715551	26	87
56	125	0.8550937283105665	2	20
213	4	0.2686774513234197	31	47
176	120	0.23020151345519801	95	18
78	48	0.4605415278127927	38	1
63	33	0.11875017773577656	88	67
177	31	0.1670950210142519	67	9
35	26	0.3321020266000745	11	99
200	140	0.009004363668190685	51	18
128	202	0.5784030432160505	6	13
3	120	0.43158109208082585	13	18
183	188	0.3878345996618089	94	63
160	150	0.4295358301081983	65	34
55	89	0.2434222394267258	2	66
181	29	0.38951419720181046	57	71
144	53	0.576576082725542	41	27
48	44	0.5132900563665901	1	100
141	175	0.776882571597405	10	21
156	42	0.430651194803533	65	72
141	60	0.20330739450056368	10	75
97	56	0.6734760079732779	50	2
36	14	0.28391201473391536	70	3
104	212	0.8057733176240446	35	24
124	2	0.5311578174914182	45	50
147	126	0.8221062698774965	27	62
118	35	0.2515971926021745	13	11
103	150	0.15107170430009975	90	34
196	202	0.9413501969359955	53	13
48	9	0.09780740431144785	1	97
90	45	0.9506841458954033	90	59
91	158	0.07089442399803869	58	40
27	68	0.28662696058967885	17	1
75	3	0.0891588394972701	90	13
136	170	0.5715694390014774	63	32
43	49	0.3102939367037387	79	12
197	122	0.30876458010880536	4	35
71	200	0.2885596326875486	24	51
209	21	0.5035184235445396	33	37
105	87	0.6757135171529924	5	56
13	179	0.4936326546538514	67	42
79	12	0.13911813042141796	71	75
195	77	0.24723492242239442	17	79
129	65	0.5667780758385479	44	25
71	46	0.319583220993207	24	40
177	90	0.2876217975545271	67	90
146	130	0.22988874370363832	90	69
79	89	0.4325283740273015	71	66
154	89	0.4768309438425786	100	66
144	48	0.8555914522362201	41	1
34	59	0.06195099011992766	84	44
93	190	0.9616754864946886	76	32
1	44	0.5458572364039161	2	100
161	195	0.649435477882014	80	17
7	29	0.6686913883897256	53	71
97	57	0.5939240887064123	50	72
179	109	0.6447949447124284	42	93
14	91	0.5173916351489983	3	58
148	208	0.654671856365919	4	42
197	196	0.15918233998981224	4	53
69	94	0.6532463860188618	88	30
210	99	0.2961401626725486	62	90
163	97	0.9376191651719553	48	50
93	4	0.608941387963361	76	47
199	74	0.9442229515245366	81	10
207	196	0.6211537413869765	19	53
208	148	0.4049669131052568	42	4
195	151	0.7822762879465682	17	63
102	216	0.5717592993545569	18	88
50	204	0.40028763172115134	94	18
18	33	0.6025636088264854	59	67
138	190	0.788179654996151	65	32
137	60	0.7220862698943895	56	75
151	128	0.4969396312462738	63	6
205	64	0.29056548384106395	57	4
158	203	0.09535436353659577	40	2
132	123	0.4117972039043042	22	40
53	82	0.9070507523171047	27	51
130	51	0.851614448875646	69	68
106	14	0.008730412710973745	15	3
32	13	0.8050904175742528	35	67
25	190	0.16967055825881439	27	32
206	50	0.574989147733407	19	94
90	183	0.3010324451231474	90	94
74	117	0.5742993626926327	10	28
86	141	0.4210745189124635	62	10
98	181	0.8097417526222117	59	57
103	83	0.13613402079262116	90	69
73	18	0.3235117739420964	43	59
83	152	0.6455039103847731	69	53
17	29	0.936685318583279	27	71
76	80	0.32670287072524706	4	11
105	54	0.5860098244965664	5	26
39	143	0.029373942962610866	27	29
134	93	0.25670636261368085	78	76
128	215	0.05665112487860402	6	62
113	78	0.9405432764349237	10	38
62	153	0.1274491647740934	48	73
29	96	0.7800133943588634	71	25
51	108	0.04753571653408395	68	65
58	185	0.5462474347313715	31	11
109	110	0.39048497091909884	93	25
132	21	0.20014095017572664	22	37
22	139	0.4747453291471301	10	76
27	93	0.1463793022520885	17	76
201	21	0.11589316618994172	88	37
102	74	0.4183536479333956	18	10
183	185	0.1603334391596981	94	11
203	5	0.6790062259097825	2	12
102	174	0.5699785322987637	18	39
60	181	0.8766393994888061	75	57
210	200	0.8814103845115844	62	51
20	109	0.3763015687584541	36	93
184	195	0.22389481163817615	40	17
140	182	0.1484507751950217	18	87
169	25	0.423068086273213	17	27
45	92	0.5246565168625095	59	36
9	16	0.7660556766107296	97	67
177	204	0.34163644865448795	67	18
182	37	0.4462994002051326	87	50
14	213	0.724071948756416	3	31
174	10	0.13231544116050897	39	4
32	150	0.5250610007247656	35	34
182	14	0.08604167754348413	87	3
55	198	0.05147360185043803	2	88
25	183	0.047955018471196875	27	94
103	134	0.9775134648953837	90	78
160	134	0.8570292808790466	65	78
189	152	0.4583402407056435	28	53
134	172	0.6022763106269702	78	55
198	148	0.11360002167075245	88	4
191	176	0.5429760094779819	90	95
130	167	0.008337278104326717	69	19
147	134	0.24018837561017659	27	78
108	204	0.7510800069353324	65	18
134	133	0.36805145779988624	78	100
131	89	0.7842665514239534	65	66
201	42	0.3278487497513426	88	72
192	141	0.4589612894377092	80	10
136	48	0.5622552282442116	63	1
215	117	0.0822252916163907	62	28
11	93	0.7885239827884158	98	76
74	1	0.10898414961305403	10	2
1	42	0.7837749453716916	2	72
76	23	0.43460608478554696	4	46
70	213	0.43985816824073065	18	31
47	7	0.22893049899354456	69	53
83	133	0.692020149481802	69	100
187	104	0.030746252200981372	39	35
134	12	0.9880975201619326	78	75
4	214	0.3995217591043376	47	94
204	216	0.38308280423382635	18	88
41	210	0.7856152784812078	43	62
61	105	0.9637083940343373	76	5
94	105	0.4431613378124001	30	5
21	109	0.08447042011298667	37	93
51	98	0.0012549542052290308	68	59
72	134	0.8420153445899166	3	78
3	201	0.49552277442778403	13	88
159	72	0.549203804485878	16	3
92	121	0.8349629289085	36	92
36	213	0.3573410342604969	70	31
150	190	0.3987816518802313	34	32
65	213	0.9962751881550596	25	31
77	29	0.14832912259099695	79	71
105	191	0.629056498356568	5	90
177	156	0.9975142213775028	67	65
131	41	0.06177713985245337	65	43
20	62	0.07348748324293275	36	48
38	67	0.031507750882526664	81	87
70	165	0.9733058428348059	18	33
1	85	0.011813208046474788	2	81
26	138	0.4067712490282407	99	65
44	29	0.33405089362575824	100	71
126	41	0.7944985296875329	62	43
120	169	0.1337563272617085	18	17
84	201	0.4794250706387698	6	88
204	193	0.09505314019482136	18	60
89	169	0.8788878627150192	66	17
185	169	0.28973214099925926	11	17
38	20	0.8676705790135809	81	36
28	49	0.7275167905677384	92	12
191	47	0.7143275491668756	90	69
50	41	0.3747840322857212	94	43
60	215	0.4919892253915773	75	62
43	169	0.028476451554340754	79	17
101	186	0.17064764838020563	6	54
57	172	0.22309210309065497	72	55
150	147	0.8280287129481295	34	27
75	109	0.023226927778714046	90	93
70	36	0.3433343262590155	18	70
13	79	0.301786825785744	67	71
59	124	0.7266279402700129	44	45
81	75	0.8376318313580704	100	90
87	46	0.4223749464362433	56	40
41	17	0.5551308501206049	43	27
82	34	0.9965549825597181	51	84
15	165	0.41140989023460506	27	33
62	160	0.5827053592099912	48	65
84	101	0.5388441939803558	6	6
144	140	0.8207382115660056	41	18
193	190	0.6561876148185346	60	32
209	17	0.6667819403909959	33	27
135	157	0.6894597379417934	3	76
67	64	0.04351377092282471	87	4
8	144	0.6300457106882373	96	41
70	142	0.8079307911641563	18	94
173	62	0.3168519863502288	89	48
170	59	0.6182450611293476	32	44
79	3	0.8333487960286735	71	13
139	36	0.34094136551604304	76	70
74	99	0.10559016682162026	10	90
33	65	0.08743412697795105	67	25
92	33	0.3464127123164731	36	67
203	87	0.31284553528008374	2	56
193	83	0.7174003553409624	60	69
54	205	0.8874328951455186	26	57
76	114	0.3199160463534789	4	20
130	51	0.7400319315913119	69	68
133	158	0.21657888712081375	100	40
31	17	0.18811894897584724	9	27
73	128	0.5689992876055759	43	6
126	214	0.9259481745895558	62	94
34	133	0.8296936751470648	84	100
44	153	0.04945210974296688	100	73
152	157	0.5227915474952327	53	76
187	206	0.11420739586865047	39	19
69	59	0.08372315457561463	88	44
6	173	0.2996641812270563	28	89
200	175	0.45016489930728176	51	21
9	54	0.9449504621226944	97	26
199	95	0.8763339567485262	81	17
177	163	0.04474010555517638	67	48
18	183	0.3746748921109445	59	94
29	16	0.40489309276638863	71	67
203	90	0.9516916966367223	2	90
34	37	0.9187775406383306	84	50
4	138	0.22259711839945284	47	65
176	67	0.9344602439408336	95	87
110	80	0.7080526797726392	25	11
18	14	0.3930989476675004	59	3
176	63	0.018982502575694116	95	88
97	94	0.14055760936172956	50	30
113	161	0.46464993700576496	10	80
56	45	0.5542068900013613	2	59
46	98	0.808889744037346	40	59
13	88	0.37859120373970345	67	87
82	54	0.6440720132046456	51	26
58	174	0.44916144681724834	31	39
195	71	0.39520833723368143	17	24
67	47	0.9037072058053512	87	69
199	111	0.9937012672316174	81	31
41	164	0.07478516479709141	43	4
64	89	0.5427505619603619	4	66
177	55	0.7227352043660885	67	2
26	105	0.1959955691129477	99	5
209	76	0.9383593141337515	33	4
21	77	0.05241503178927842	37	79
19	17	0.726529060589041	69	27
98	50	0.1788842137350981	59	94
71	73	0.7462818649999823	24	43
61	124	0.008628051180001206	76	45
56	162	0.3503906123256537	2	87
213	152	0.44255324234338134	31	53
131	23	0.28636231161126435	65	46
197	142	0.3243255726352774	4	94
69	33	0.2229035496171876	88	67
114	62	0.9769694759149575	20	48
94	71	0.5474700113570898	30	24
192	55	0.19712290403887522	80	2
105	173	0.7832524804815119	5	89
121	2	0.040110285146313984	92	50
148	24	0.7118662125169081	4	42
153	120	0.25514730202366653	73	18
144	113	0.07060861433298415	41	10
139	216	0.7652774722107231	76	88
58	156	0.197229332121157	31	65
50	157	0.9064644020975945	94	76
185	100	0.7080679370044927	11	57
10	107	0.6155017272998913	4	15
70	64	0.4745232660715246	18	4
48	105	0.6970689855082817	1	5
86	127	0.1803501143292141	62	47
35	33	0.31903880777478866	11	67
7	69	0.4943025089127778	53	88
104	37	0.9105427121146933	35	50
179	83	0.8916405099447617	42	69
79	32	0.9541235100883141	71	35
74	170	0.566830313667726	10	32
85	129	0.54392473468915	81	44
144	33	0.8925014687167221	41	67
170	209	0.7347379593558133	32	33
99	126	0.0149328015473712	90	62
75	147	0.25651051298451666	90	27
105	158	0.7340084401125057	5	40
58	89	0.9742543393622278	31	66
185	36	0.09688612455503598	11	70
208	215	0.2942276787284065	42	62
136	172	0.22928222506273344	63	55
39	62	0.5317563914060375	27	48
50	3	0.4903724405649399	94	13
15	194	0.046411368158098654	27	16
212	23	0.5655983186835917	24	46
156	205	0.8884139340015459	65	57
3	194	0.6631833829665913	13	16
79	122	0.13736060110222859	71	35
28	93	0.34113560171692436	92	76
97	76	0.4567820178807145	50	4
32	72	0.40378836672915686	35	3
199	191	0.25673813223000286	81	90
181	28	0.1319628471742501	57	92
209	91	0.9521931612306612	33	58
39	115	0.8970835573926231	27	81
38	2	0.6454955269310517	81	50
76	20	0.3418660865174995	4	36
7	208	0.5044914105681748	53	42
142	42	0.6158306120442306	94	72
