sp1	sp2	symp	area1	area2
156	116	0.8236461570340929	96	36
90	31	0.7091128951101188	28	3
184	72	0.2120359143814735	29	71
42	15	0.4741362191963929	82	83
11	120	0.5212359679256772	19	73
22	110	0.2580672313523731	38	45
10	165	0.21523581787483181	54	90
195	85	0.508616686429463	18	94
48	177	0.6071981262323314	9	29
100	198	0.07848732845137929	14	25
184	32	0.16224911428533573	29	47
102	195	0.5060679616699817	34	18
22	75	0.3427463195793	38	95
203	122	0.5223713778960226	46	2
55	109	0.985991264914487	76	35
43	126	0.7650968045949988	70	24
128	131	0.7984091834191701	38	84
24	22	0.06659518288775479	12	38
157	123	0.4282321827173464	76	53
36	177	0.10749009334755089	79	29
124	17	0.45104621777801945	75	82
51	136	0.7038749536851728	66	99
165	124	0.795426356116884	90	75
98	167	0.5527341854503576	62	30
27	18	0.5862396091411182	75	88
11	149	0.6547680182132405	19	27
1	129	0.6858538428582305	86	66
20	178	0.02929710757325099	36	70
148	41	0.6751960297477092	57	61
163	123	0.8851174382030548	62	53
70	208	0.5790542380183148	62	95
82	61	0.3217969559127003	74	84
175	73	0.7387046970910099	11	61
149	46	0.5253190853434629	27	49
204	106	0.039398896967432484	40	63
73	82	0.05354932376552335	61	74
62	133	0.007513889683055552	76	42
202	104	0.837184055424274	63	6
25	19	0.9077827417440882	99	40
4	132	0.5724307634105025	28	71
116	179	0.601145709916694	36	32
128	197	0.995109924715826	38	75
100	188	0.9141574256980239	14	46
144	171	0.8748762326945146	55	60
107	110	0.07002067215531005	92	45
197	63	0.16840079642516181	75	24
36	14	0.5951752522464101	79	20
215	49	0.35109836600259825	93	42
94	18	0.33429765720780025	93	88
137	13	0.4357571737604289	48	93
10	35	0.4627672637767999	54	31
143	158	0.7225618829727912	1	35
112	206	0.606943541653736	15	25
150	78	0.9440297318757699	60	49
127	60	0.6098359167316146	38	84
80	128	0.6885091131977189	6	38
54	5	0.056100164190690194	87	45
208	156	0.4666185641523457	95	96
45	199	0.2104486921213845	13	90
132	109	0.8107453007144828	71	35
196	42	0.880709515430806	74	82
90	53	0.7178322745412298	28	57
27	173	0.011827340778612694	75	73
93	78	0.4073549623591205	23	49
48	4	0.47677300903360276	9	28
160	162	0.9936866709302612	68	34
143	9	0.8395139924638295	1	19
43	73	0.940104752796907	70	61
67	152	0.8385392211802639	97	86
176	188	0.39621246463130033	82	46
137	169	0.8723703605869951	48	97
169	199	0.4094108548808958	97	90
134	182	0.2836098385487287	70	60
216	134	0.8677730265328176	76	70
155	202	0.09713006631284138	23	63
157	160	0.7451567474659343	76	68
127	15	0.4566243296567253	38	83
99	97	0.6746905491135272	16	21
122	205	0.286817653138951	2	95
194	184	0.12755194375328682	72	29
197	49	0.4988892841871655	75	42
178	179	0.42508882270790327	70	32
13	144	0.02867893666473753	93	55
147	72	0.9551677853543735	74	71
14	39	0.10798050581793084	20	45
212	167	0.9737115812551244	69	30
202	208	0.026449993412917427	63	95
62	64	0.11216480709782839	76	97
21	25	0.6988680629284703	56	99
143	141	0.3205552190726102	1	9
148	136	0.06328175277621095	57	99
45	100	0.7734801264416005	13	14
62	186	0.12143338450391783	76	29
67	171	0.190999846481551	97	60
213	126	0.13978961199065543	94	24
98	207	0.7931410089286819	62	46
104	90	0.4626905050751319	6	28
77	132	0.9293447698538645	1	71
93	102	0.22820528255828343	23	34
13	49	0.459278844424423	93	42
55	46	0.27114848760816845	76	49
125	38	0.8027907356501707	70	19
54	7	0.303779346944939	87	23
150	117	0.45853406712318423	60	23
171	92	0.4901269658456733	60	70
146	54	0.42390430608588436	14	87
127	163	0.4718831885304715	38	62
92	33	0.07047520799447116	70	36
202	201	0.9608817704782818	63	10
136	207	0.23889629635679732	99	46
78	138	0.11819528588014894	49	28
107	131	0.7767400147458559	92	84
204	28	0.7573782298086373	40	58
95	172	0.6280953148613095	75	80
210	144	0.31690849116207465	6	55
213	122	0.34333476372821214	94	2
170	79	0.5387975883678068	43	69
213	161	0.8262850676161131	94	58
173	141	0.12411725945366658	73	9
147	130	0.32014039024538343	74	28
181	120	0.9859938697044127	90	73
111	202	0.6219314942211257	5	63
212	202	0.39785150598439056	69	63
153	1	0.6602561533221373	55	86
55	148	0.7887999189355391	76	57
118	133	0.711355173623383	71	42
50	159	0.5611398702103824	32	86
62	157	0.7180273477461631	76	76
1	167	0.9405070427079147	86	30
20	183	0.6503091057507289	36	50
21	118	0.44635076507374416	56	71
41	163	0.8543309754545101	61	62
10	100	0.9605163605085801	54	14
157	173	0.8257738911952421	76	73
120	66	0.5853633472282984	73	58
77	181	0.7408253684315121	1	90
48	191	0.15667299381905342	9	54
130	80	0.8269565278661765	28	6
40	117	0.6015238476892585	59	23
173	181	0.8025624249798459	73	90
114	117	0.8223091088541715	94	23
43	41	0.19292982700566674	70	61
5	32	0.7807286604633842	45	47
177	44	0.7325912769132796	29	39
55	96	0.3966703771628767	76	28
128	24	0.4874669920045279	38	12
213	201	0.07951608605179783	94	10
188	178	0.27816609102147016	46	70
147	173	0.7084662298444537	74	73
132	111	0.7829315421261807	71	5
66	141	0.5485847782259297	58	9
55	88	0.5011121195283109	76	39
108	174	0.34517771396969965	62	5
152	41	0.7246303756694261	86	61
146	88	0.30070095102846417	14	39
171	137	0.9585616734622738	60	48
151	187	0.4086581541255362	35	49
51	201	0.22946055253896303	66	10
85	101	0.7841812887211794	94	74
119	143	0.562118291954827	81	1
165	97	0.4308712226384991	90	21
102	65	0.7633481528849113	34	20
29	121	0.26391689943073626	25	42
53	215	0.8713444513895878	57	93
8	180	0.1500384987474921	81	49
158	28	0.6368219495645938	35	58
22	28	0.4351566233967966	38	58
85	183	0.5730205792504304	94	50
70	172	0.8191355196639735	62	80
195	181	0.14620208310437077	18	90
203	124	0.7164617714764406	46	75
141	151	0.32708438639851123	9	35
49	191	0.020788745911407225	42	54
167	144	0.1255954323884657	30	55
179	176	0.30419552832107744	32	82
48	51	0.07756782496181869	9	66
203	69	0.5447388269912249	46	78
124	143	0.5725461024307545	75	1
162	104	0.06700785387401442	34	6
90	13	0.47203561218514867	28	93
38	64	0.6107274356432014	19	97
144	120	0.43831484684724664	55	73
17	85	0.717179222564947	82	94
71	85	0.16942521761825124	68	94
175	5	0.09916626269120254	11	45
125	149	0.8913117740648172	70	27
96	10	0.7934502904662346	28	54
49	66	0.9809193333408217	42	58
118	96	0.138846004290329	71	28
173	196	0.39057549716943984	73	74
88	60	0.12873088659961185	39	84
176	7	0.04859820460069919	82	23
69	40	0.20425838783026617	78	59
82	122	0.7551863692305617	74	2
143	77	0.37777697000717025	1	1
88	58	0.7660992553855701	39	81
152	211	0.7665887304617781	86	19
196	97	0.3350606380305394	74	21
88	81	0.9070075301129449	39	36
194	28	0.9401309011994348	72	58
126	143	0.6111387392025501	24	1
181	110	0.42290704420143244	90	45
76	85	0.6135280350051473	100	94
135	193	0.505005508142156	37	66
116	173	0.17055334744354167	36	73
211	153	0.8755208002948595	19	55
123	90	0.6168927011613341	53	28
128	132	0.01599275488211338	38	71
123	134	0.925869789598668	53	70
37	210	0.1954579718120254	45	6
9	139	0.9294805746613223	19	41
189	196	0.09026814751350531	26	74
133	215	0.5756257655360677	42	93
47	29	0.28378814095570104	72	25
92	34	0.7103350737488863	70	78
103	212	0.27700435178624017	37	69
200	142	0.4523970852062046	66	86
130	154	0.6348402337917486	28	93
196	15	0.597934031105222	74	83
59	66	0.19438595325482433	74	58
180	64	0.3189371961608176	49	97
57	100	0.8812484224419892	3	14
103	1	0.897677489416734	37	86
138	157	0.725973298787957	28	76
106	105	0.8876975894279627	63	9
154	141	0.16008263569618597	93	9
82	16	0.8051506275268747	74	43
142	198	0.500143456197477	86	25
127	196	0.6792955774723359	38	74
48	81	0.38062744087657885	9	36
3	53	0.7806774047916694	9	57
209	46	0.45495062993198576	30	49
81	88	0.5806375076690551	36	39
165	131	0.6120194603043777	90	84
193	76	0.39188269788980457	66	100
87	18	0.6101766875952893	15	88
187	177	0.6985318566670701	49	29
57	56	0.18686757635713924	3	1
30	91	0.5780436172956827	92	64
129	108	0.9146907995995136	66	62
1	20	0.285560641219025	86	36
177	2	0.1521101612898328	29	41
58	75	0.7904218448416427	81	95
82	56	0.49201953894463546	74	1
115	74	0.9455136498689766	35	79
163	171	0.38473025613672884	62	60
15	49	0.1407077759862152	83	42
187	32	0.4118961133643987	49	47
156	216	0.8369912321417943	96	76
155	197	0.11743518791074314	23	75
212	164	0.8405896072075822	69	59
141	193	0.5902015254526285	9	66
73	134	0.5054964068986452	61	70
41	65	0.943887659779061	61	20
74	170	0.7539339491970404	79	43
104	33	0.029422450942351852	6	36
12	185	0.07443130714384594	76	65
1	211	0.379897104347967	86	19
203	205	0.5886526790393496	46	95
136	176	0.5786310794041896	99	82
121	119	0.8999410020943753	42	81
55	79	0.22492489860123555	76	69
7	90	0.657065698160962	23	28
135	121	0.5036311662504779	37	42
185	74	0.5042898984976982	65	79
29	122	0.8068826403976447	25	2
123	214	0.8134031109862822	53	15
18	83	0.9857969621715602	88	7
38	93	0.2047536454877168	19	23
128	29	0.3194185170098114	38	25
146	184	0.24438689169530015	14	29
47	119	0.8410111052867504	72	81
97	211	0.10382021528688667	21	19
17	33	0.128442502394989	82	36
156	66	0.9819360858915877	96	58
2	108	0.6162805271469312	41	62
98	4	0.526003669172477	62	28
66	152	0.9486193473415225	58	86
179	105	0.6556637015703829	32	9
134	54	0.558447111850362	70	87
28	144	0.5423456225726405	58	55
198	52	0.5609845289096382	25	90
207	214	0.7488926247671952	46	15
185	74	0.16009026679096128	65	79
34	81	0.28646629760035913	78	36
197	94	0.8581886081027296	75	93
140	32	0.250293998258875	53	47
125	87	0.02733136232574207	70	15
98	21	0.5816734114691638	62	56
188	72	0.011231552866343142	46	71
50	120	0.8463855570093523	32	73
8	88	0.5618483985726301	81	39
92	102	0.3667260534019504	70	34
9	131	0.44362815133083	19	84
26	96	0.2668707949819791	35	28
167	143	0.12239971525750859	30	1
159	20	0.9837005832430781	86	36
5	173	0.08200437285144202	45	73
175	180	0.03242596722148072	11	49
18	145	0.8678852232280109	88	16
153	59	0.5485235047065928	55	74
116	62	0.6367430358126761	36	76
148	65	0.8174093422762351	57	20
208	211	0.9426300326071324	95	19
209	93	0.16589473453402837	30	23
199	174	0.7587438026995126	90	5
21	13	0.19122342959457206	56	93
75	161	0.31898881015282043	95	58
74	110	0.09110959011844533	79	45
102	79	0.764351303526449	34	69
212	15	0.08856149994799167	69	83
78	69	0.5955561780299204	49	78
190	90	0.7570999828321152	45	28
101	34	0.813202680573626	74	78
41	83	0.06282988844323512	61	7
93	124	0.0537250000786017	23	75
201	120	0.16551250704568277	10	73
211	68	0.04325213976646314	19	28
105	23	0.6177911842060543	9	78
21	66	0.2632051398952624	56	58
200	71	0.3414439459592542	66	68
184	14	0.9432760774583733	29	20
73	8	0.03271021439045718	61	81
109	216	0.8492198335702732	35	76
19	32	0.7532016490686675	40	47
201	72	0.9225757793940953	10	71
44	204	0.5598677301847509	39	40
192	188	0.3824858900732434	100	46
183	80	0.4769968787736899	50	6
147	63	0.696554136052778	74	24
55	18	0.8584878635614716	76	88
96	43	0.015622817246606635	28	70
173	181	0.3377793487184534	73	90
22	118	0.9097044279958175	38	71
36	50	0.6417816001016745	79	32
50	155	0.9560617614265707	32	23
177	53	0.4969048306374262	29	57
87	181	0.45718115371818013	15	90
77	108	0.5411158744693828	1	62
64	177	0.40662033260531605	97	29
129	74	0.3674080149019373	66	79
10	5	0.6290133426906039	54	45
92	64	0.7325793937826236	70	97
93	215	0.3880247303874874	23	93
88	215	0.5045027734300103	39	93
199	45	0.05647395161810431	90	13
1	67	0.32971293009549774	86	97
90	177	0.2841904948088627	28	29
126	100	0.18453763810515245	24	14
150	68	0.27833360595018264	60	28
29	174	0.8860803228670979	25	5
46	26	0.7255029128527506	49	35
98	102	0.6701047335387357	62	34
168	10	0.7038228297587845	42	54
109	171	0.47793230015972366	35	60
114	175	0.28931902211167493	94	11
26	76	0.1419195877209083	35	100
198	109	0.118087171477818	25	35
187	188	0.437207471713711	49	46
49	191	0.953261809153324	42	54
8	122	0.837760803798017	81	2
122	154	0.7562919925719431	2	93
162	69	0.9398702077873657	34	78
35	125	0.8675200483563313	31	70
170	124	0.6650712757392884	43	75
169	56	0.9473308024218315	97	1
163	44	0.21264913813675046	62	39
212	114	0.8552607820850091	69	94
65	72	0.8547932560086376	20	71
201	53	0.5939109329238816	10	57
201	130	0.8622102226527579	10	28
159	37	0.06643314873976558	86	45
195	69	0.9460233891152214	18	78
165	157	0.35622553469588003	90	76
137	87	0.6396460123981452	48	15
158	185	0.5163536659223676	35	65
132	55	0.07067383178144504	71	76
174	179	0.6513216373733195	5	32
99	77	0.7246044501274054	16	1
196	21	0.34491093382344507	74	56
58	99	0.1652858824474399	81	16
129	50	0.5454985760284782	66	32
147	59	0.6529616550551017	74	74
164	188	0.09347629341620867	59	46
207	134	0.717077499351469	46	70
116	89	0.7098799258613406	36	86
122	49	0.6013490654092436	2	42
74	161	0.4174324883627424	79	58
7	66	0.5451452591308488	23	58
116	164	0.6852062599988545	36	59
16	187	0.94955536095644	43	49
33	207	0.49352366218327304	36	46
51	65	0.44064014211988956	66	20
159	175	0.4835404030158015	86	11
131	199	0.0007186042255701297	84	90
115	24	0.17870529282945136	35	12
65	18	0.9130982673082024	20	88
213	137	0.07982211029246489	94	48
159	20	0.9644714591506729	86	36
161	125	0.8843025854022701	58	70
109	70	0.5798057180010195	35	62
116	77	0.5173213538756773	36	1
55	12	0.9444412090176547	76	76
184	11	0.19202495703529388	29	19
147	21	0.23110016255083543	74	56
212	38	0.12584373467000787	69	19
73	123	0.6611328776050756	61	53
41	177	0.6871788549524374	61	29
54	62	0.7574171308170422	87	76
47	138	0.23972812267971688	72	28
215	127	0.3866203335930155	93	38
5	40	0.3755603400764338	45	59
196	152	0.704278812986537	74	86
40	201	0.2474440719540285	59	10
23	46	0.9042093161569015	78	49
185	13	0.30189997831611703	65	93
164	52	0.892495698130443	59	90
135	144	0.7809858054311873	37	55
144	125	0.7532071581140982	55	70
205	172	0.4247766537687879	95	80
179	55	0.8778437798246649	32	76
120	201	0.666539154955425	73	10
120	107	0.7374180156836657	73	92
75	104	0.5473044041729984	95	6
97	34	0.5950048537279178	21	78
124	2	0.4122782286878427	75	41
68	183	0.611241838635201	28	50
163	99	0.29193841744243054	62	16
194	145	0.5350904286321383	72	16
154	214	0.5850663408816865	93	15
140	206	0.3203121173450141	53	25
169	193	0.021762424528213198	97	66
206	158	0.13546179518818313	25	35
124	197	0.21386041127591504	75	75
88	156	0.18475449672076882	39	96
158	107	0.010427228446631576	35	92
102	89	0.13812005351723577	34	86
56	149	0.0031727999792995343	1	27
177	40	0.6113936332905737	29	59
12	174	0.07220270531201411	76	5
189	102	0.20634519546971986	26	34
88	95	0.8246588319531428	39	75
84	208	0.36406295671694144	7	95
185	179	0.20761339690096559	65	32
202	17	0.17875486814084107	63	82
135	22	0.9088918629866389	37	38
95	26	0.7657517189558795	75	35
157	87	0.4456752333909799	76	15
152	122	0.6388485105632196	86	2
30	164	0.3041119789718273	92	59
143	181	0.6934370339821913	1	90
196	60	0.23407453975811843	74	84
14	180	0.03459713621829852	20	49
204	137	0.4201233751551495	40	48
192	64	0.7185625149199262	100	97
17	52	0.19646492598493948	82	90
210	17	0.7892581593162122	6	82
180	154	0.6771687495319575	49	93
26	5	0.015171862500744648	35	45
40	211	0.905675424434755	59	19
48	188	0.7705254497167137	9	46
5	3	0.8733536583630328	45	9
140	110	0.5187505523692114	53	45
192	179	0.9399166277488717	100	32
184	180	0.4327670029958284	29	49
136	29	0.9539102760785053	99	25
140	44	0.016955081646222947	53	39
119	52	0.6074610900780373	81	90
156	20	0.894620910664672	96	36
84	110	0.39051780102769373	7	45
19	87	0.6986170959780101	40	15
122	216	0.6305557525283724	2	76
148	83	0.05993820731919619	57	7
163	57	0.13162623317701483	62	3
165	93	0.8832806126103252	90	23
9	216	0.9418569231754252	19	76
2	54	0.2769413947140954	41	87
14	100	0.027140193048563743	20	14
204	89	0.30596678808377176	40	86
87	147	0.7253874332963903	15	74
134	142	0.8025010233456477	70	86
188	152	0.9777397691790168	46	86
103	107	0.2943959032888489	37	92
76	142	0.6420134916427734	100	86
23	107	0.7005220118268559	78	92
148	89	0.5115411110492754	57	86
86	34	0.28971142638994674	38	78
127	76	0.8736087272987269	38	100
37	27	0.013692974260306023	45	75
68	169	0.8755967122585387	28	97
128	74	0.5370250486352575	38	79
116	49	0.20009705495280306	36	42
153	92	0.6962713021166785	55	70
128	45	0.8183892475199522	38	13
53	182	0.6331632823405973	57	60
189	67	0.16831650346846305	26	97
86	5	0.3300685910090172	38	45
144	200	0.04752696214137808	55	66
105	119	0.15307972230767397	9	81
123	184	0.09858548740141859	53	29
49	120	0.24610355210736878	42	73
54	3	0.7695632696362369	87	9
29	180	0.8750075703350932	25	49
81	39	0.7616472336741691	36	45
15	183	0.38840655856708695	83	50
89	193	0.22036083750669921	86	66
136	40	0.6908257203223824	99	59
170	12	0.825425237501194	43	76
24	188	0.14525046837337596	12	46
97	196	0.25898669957727904	21	74
179	58	0.35361683527815624	32	81
109	65	0.4562392668112796	35	20
83	161	0.7705942161232198	7	58
31	69	0.25961613063659095	3	78
120	4	0.22679428854413963	73	28
194	197	0.3215937450861466	72	75
37	177	0.537785211823507	45	29
