sp1	sp2	symp	area1	area2
145	61	0.12834507269733353	25	74
75	21	0.31778561265641914	90	93
15	36	0.9021094700511543	5	63
47	1	0.0852375771635181	17	25
65	33	0.8770530571094707	28	97
97	66	0.4273494733415165	15	50
77	1	0.5207355776451514	56	25
135	111	0.8815280817186029	75	18
30	114	0.08360899883852846	86	87
157	132	0.9827362920774226	5	24
147	142	0.21855135656641533	58	86
69	129	0.37613749588066736	30	50
157	92	0.527146295944232	5	67
40	118	0.28741370524234355	20	79
133	119	0.33847391743533006	63	29
81	122	0.7948643918126161	31	8
70	139	0.47372647527884804	74	35
62	94	0.9153292391648357	41	51
83	39	0.5087980694645463	24	23
99	52	0.2630402911442983	11	56
98	120	0.4064509365009231	13	76
133	22	0.05256377721968453	63	53
49	100	0.5582849820701529	12	48
26	36	0.48028554491877595	42	63
59	42	0.4787565320164182	50	51
20	69	0.8287727725719398	75	30
141	116	0.046551099812098595	48	63
11	111	0.1403368952722256	34	18
72	101	0.9778561152941653	81	6
35	146	0.11508245151183416	81	18
69	22	0.25523651399125546	30	53
106	129	0.8478136065278861	57	50
69	26	0.7220313248661586	30	42
124	128	0.8698958943795898	12	99
138	82	0.20101352499816616	100	13
129	47	0.0407430518123304	50	17
34	49	0.19560036061112296	1	12
51	57	0.4456233845577816	84	78
97	132	0.18951415741964595	15	24
88	39	0.1870855462470602	61	23
11	106	0.385077215551912	34	57
143	79	0.09383253563869753	100	67
156	135	0.9314200521548565	16	75
143	114	0.16468056501222395	100	87
117	107	0.8375323470327516	79	83
2	146	0.20016127108764115	65	18
37	111	0.9159396877619258	69	18
11	110	0.3438182923261771	34	17
118	59	0.09173069212094731	79	50
144	142	0.5951295430206363	70	86
11	2	0.9158080629613657	34	65
154	105	0.1797648120626928	26	42
131	2	0.6273041730269191	34	65
105	111	0.9008966589588736	42	18
36	104	0.4788821366196655	63	81
140	139	0.8517531006435456	100	35
116	38	0.7962548218203724	63	78
107	28	0.8953421117811339	83	43
124	23	0.06855590301282122	12	39
147	98	0.172422471414012	58	13
105	13	0.6364820046334704	42	65
43	122	0.8974284434193894	57	8
97	36	0.5713765755424236	15	63
95	53	0.43860492616842284	97	27
92	21	0.8528615687563007	67	93
125	95	0.9509117463138963	56	97
108	5	0.8502972703307883	84	34
56	40	0.8913756149434199	57	20
106	154	0.523341102104344	57	26
42	154	0.5138112218999125	51	26
98	116	0.5928590383762298	13	63
105	72	0.849105572192271	42	81
111	66	0.7149246397905976	18	50
86	56	0.28618765758094544	77	57
156	86	0.04606215455856599	16	77
30	67	0.3477320488135557	86	19
63	47	0.31959168349227474	38	17
55	22	0.3482182689794395	95	53
137	151	0.8089699738388973	31	38
53	42	0.4097071075989239	27	51
121	55	0.03185114201939088	31	95
76	30	0.5159195528223046	99	86
68	157	0.01893397298023114	9	5
53	148	0.44556528800580175	27	2
19	91	0.944367238107627	67	44
43	17	0.5088672953004293	57	49
62	1	0.2645448334963659	41	25
115	34	0.4108704511019571	60	1
130	71	0.9971346267562727	45	11
48	36	0.15805951776239258	51	63
151	150	0.165362132487607	38	74
25	68	0.32355879761398987	78	9
122	32	0.623124865592843	8	60
144	63	0.3083429306940252	70	38
144	131	0.5311322110159036	70	34
156	95	0.05067737740941958	16	97
128	135	0.6259311697599904	99	75
142	105	0.0581221348602432	86	42
31	46	0.02769679752775367	17	82
112	74	0.7888364752352428	22	3
92	12	0.04263793952472161	67	60
106	52	0.7365483038116376	57	56
126	125	0.37756842124524415	89	56
111	136	0.856193468137117	18	53
22	138	0.9295870606132025	53	100
116	95	0.5755995745692568	63	97
140	112	0.04403196736476067	100	22
143	26	0.30363470503576695	100	42
79	120	0.18437557099496216	67	76
147	56	0.5255499720752641	58	57
152	71	0.2880956762939306	33	11
156	47	0.5424056030431206	16	17
75	83	0.0944902282350023	90	24
104	31	0.416126171486768	81	17
72	4	0.5495665772668071	81	9
83	152	0.14099210449882804	24	33
115	5	0.5144886988634501	60	34
78	107	0.9772006914737956	73	83
4	47	0.25388168784309206	9	17
106	118	0.03881368034021715	57	79
24	27	0.9598252561442575	93	11
133	73	0.5917745622170278	63	9
150	75	0.14147305524163256	74	90
80	118	0.3913201732952277	4	79
52	90	0.5690046827839033	56	46
117	92	0.507800051470423	79	67
131	145	0.9821834880841134	34	25
108	128	0.24472315141674383	84	99
96	150	0.3788738116285473	62	74
110	144	0.9805321256354504	17	70
112	67	0.477812607887689	22	19
85	81	0.8412417706235268	77	31
148	58	0.18485335217074061	2	98
95	118	0.19204108803615128	97	79
48	6	0.7832119447184017	51	17
49	76	0.5703835044454021	12	99
18	12	0.03359869537056448	39	60
100	140	0.618123625029363	48	100
59	32	0.2452727907616994	50	60
135	156	0.31290667434919006	75	16
4	142	0.4181164809640532	9	86
85	27	0.18674529148827634	77	11
128	55	0.31778230692007536	99	95
19	146	0.033439203226155456	67	18
38	143	0.016412542206668546	78	100
110	109	0.16798063394704899	17	20
113	135	0.04538811693207523	71	75
67	94	0.7122232665610775	19	51
101	32	0.4734688761799337	6	60
111	148	0.613841792458477	18	2
43	136	0.13485362526911515	57	53
39	61	0.8220021087556414	23	74
56	122	0.13391942815354063	57	8
139	102	0.7120210622575511	35	88
12	15	0.5508438278641391	60	5
87	117	0.30887126250812846	9	79
28	155	0.06764553512798444	43	45
152	115	0.7690920660238274	33	60
66	32	0.26553919439694484	50	60
113	108	0.1260807639972923	71	84
132	116	0.5615198160107299	24	63
26	42	0.410069664838713	42	51
91	78	0.012677104923550342	44	73
82	13	0.2330910427722992	13	65
51	66	0.20019514691680107	84	50
145	113	0.7107158474792615	25	71
67	78	0.22984834275762334	19	73
143	132	0.5182088675655224	100	24
32	63	0.1591948882019083	60	38
157	89	0.22263984972285955	5	71
90	104	0.5479158013418588	46	81
40	12	0.08539474780310252	20	60
79	110	0.40897527491105967	67	17
79	86	0.38987480281641307	67	77
4	80	0.4328104934928775	9	4
13	67	0.6423116383624119	65	19
3	123	0.26094413594104127	93	75
31	32	0.9093989502526597	17	60
5	112	0.4799834899945169	34	22
4	21	0.9461609589490342	9	93
24	52	0.051110028183239176	93	56
153	17	0.4501969020941541	53	49
61	43	0.3404816453698116	74	57
13	113	0.5378668699923296	65	71
147	63	0.6215133152254025	58	38
51	66	0.5615498628465854	84	50
18	130	0.9584627204826579	39	45
116	100	0.4863951155211267	63	48
146	57	0.25397210099536227	18	78
141	63	0.5412879777293261	48	38
64	26	0.8133196947439052	39	42
82	96	0.6038308509276616	13	62
90	120	0.43085441450788453	46	76
92	135	0.9342304924151184	67	75
79	100	0.3567001944612088	67	48
129	60	0.9032827925154924	50	73
139	150	0.7425350634790078	35	74
27	141	0.57421776788564	11	48
21	76	0.9167967023935573	93	99
