sp1	sp2	symp	area1	area2
135	72	0.20277243577394455	12	96
66	73	0.8533170631776903	33	46
69	89	0.38405933969435724	78	32
154	114	0.968096467953992	44	33
47	21	0.2187592160647558	54	1
96	88	0.003157016565380033	15	76
156	103	0.8705642637576597	85	21
83	74	0.5245575083846282	73	100
139	151	0.6234166939787669	83	63
87	20	0.6875748860301375	61	9
36	73	0.08598330679336008	6	46
117	26	0.5365446816908132	3	83
74	38	0.15148498715615355	100	86
56	146	0.636132871588878	27	59
61	47	0.7707211532013654	31	54
140	156	0.6815703706370206	81	85
12	37	0.08872191206222857	79	68
115	148	0.6794304854853671	7	47
56	44	0.40493265900472086	27	41
31	121	0.08661340854128363	75	21
66	146	0.7169244937214286	33	59
5	119	0.04442303096923006	48	89
73	101	0.5248173393761836	46	96
15	117	0.7019103330827525	82	3
24	28	0.5599093139231368	37	58
140	81	0.8864031779880077	81	39
65	29	0.16444664157143363	55	40
116	131	0.2296390214388918	50	63
17	130	0.6623733320253685	8	67
58	84	0.7424182397129754	41	85
102	31	0.7700859932226778	52	75
121	112	0.5571564125606062	21	74
102	76	0.6579164822305483	52	9
128	98	0.7278823272124348	80	42
100	24	0.7775887710939386	23	37
11	69	0.3717229529466516	93	78
95	75	0.7749589543806837	63	73
103	76	0.3358703105634282	21	9
142	69	0.7782114430119133	74	78
82	102	0.9435389736932008	58	52
13	34	0.51315392131184	75	90
12	142	0.4888615430615172	79	74
21	112	0.9499795378889684	1	74
125	18	0.8511432302634327	83	70
46	111	0.2652662076661496	100	5
116	32	0.6564550237339679	50	97
136	148	0.7531615302889703	83	47
37	78	0.6605102996764189	68	37
71	21	0.13312605718179027	91	1
29	70	0.26336746002959566	40	39
139	2	0.24304237062715084	83	31
76	35	0.8788783208421017	9	87
80	142	0.08223473489524646	1	74
93	53	0.6277455304396404	99	48
145	11	0.6644652187803248	84	93
116	16	0.5244912269295195	50	78
97	18	0.48132808124000914	38	70
155	88	0.9392447157872674	100	76
66	28	0.4288932917805872	33	58
149	40	0.5776968028124425	99	37
67	41	0.932793677084766	78	61
142	53	0.2771184934369457	74	48
157	155	0.18062755568035815	6	100
114	73	0.5661543646375929	33	46
8	83	0.36022429463830874	47	73
84	4	0.07801289150156632	85	19
8	119	0.9106268099409235	47	89
47	140	0.5952633516628391	54	81
95	96	0.6391097718305132	63	15
131	19	0.2658400395923064	63	39
62	80	0.8483861989361798	93	1
26	84	0.2835786756572223	83	85
