sp1	sp2	symp	area1	area2
82	150	0.29576200052306356	91	13
104	32	0.31784594881490624	78	7
5	97	0.6033506925075455	1	28
138	66	0.9628824186464385	18	20
137	91	0.8044053062323364	9	78
90	113	0.1545646181572603	44	78
108	37	0.9150480809386157	99	14
150	87	0.4714579108217347	13	99
9	38	0.5408380570546074	10	78
14	37	0.0133283739616612	17	14
98	82	0.7616347164895781	46	91
103	5	0.21446322463529843	40	1
29	27	0.61393399656389	32	2
14	80	0.05456584785120244	17	56
33	48	0.9417918380756365	68	31
16	25	0.08839372046350236	17	28
22	49	0.807440701676054	56	6
108	89	0.17318647048802638	99	53
72	109	0.9729238485440254	45	47
122	38	0.05324034849516057	19	78
148	94	0.5170333308844294	18	37
28	146	0.8490182371041868	80	57
123	56	0.669044695932282	83	87
64	20	0.8894621247467877	35	37
155	156	0.7277758189978512	34	29
127	46	0.2259584761734088	9	39
150	74	0.9678204458890599	13	1
66	116	0.6522475895244415	20	93
136	74	0.586671784978371	39	1
30	29	0.38750546604548	57	32
154	65	0.3197855947524415	99	39
68	32	0.395919344874464	67	7
147	30	0.2795288692125676	18	57
135	11	0.4983318988137386	1	30
45	8	0.8501393149502617	44	83
119	45	0.4829726775484775	6	44
14	150	0.21871394734200766	17	13
83	132	0.9994878773440166	16	76
2	4	0.6497529288265315	32	22
53	29	0.6826804345594892	73	32
93	111	0.9718743557288438	31	81
120	33	0.526421550629649	60	68
74	100	0.6203044752864016	1	38
53	3	0.16562115362536178	73	35
52	103	0.396353586290107	52	40
39	151	0.299404309490784	42	12
91	149	0.3458173812227312	78	94
14	70	0.2408864338891682	17	77
138	114	0.4812613331231449	18	18
55	150	0.8231766323506559	89	13
24	123	0.3769779361423816	19	83
55	84	0.41670164890803785	89	65
24	27	0.23942233142052927	19	2
50	8	0.8027627148336622	21	83
130	54	0.4329340981371038	29	44
109	73	0.7577229982317175	47	20
25	9	0.4556413093709287	28	10
96	52	0.47800704052231324	8	52
123	35	0.535723055365227	83	39
60	122	0.6631451264727334	13	19
117	72	0.6974575891258209	37	45
121	145	0.36432467455419026	43	30
127	79	0.35339956698349506	9	36
102	39	0.6799850434242539	46	42
150	6	0.6369232516394732	13	35
20	52	0.2847036061731322	37	52
54	45	0.8521413022442059	44	44
57	153	0.6292158998347465	58	53
39	148	0.865677240386279	42	18
101	53	0.21024079411429053	27	73
117	75	0.9028562883551161	37	93
108	93	0.3997624925875487	99	31
76	10	0.39476852763705395	10	49
97	141	0.757229929615782	28	54
136	113	0.34871298726852096	39	78
57	45	0.673323938037739	58	44
63	130	0.5669056071945435	77	29
112	76	0.8398499149027296	98	10
51	137	0.1907503332621271	41	9
155	77	0.6886584138534803	34	80
54	138	0.6399395018141337	44	18
154	138	0.894130447698478	99	18
73	131	0.03100331419756608	20	17
18	101	0.4966212788721943	85	27
60	154	0.39358663447940956	13	99
98	71	0.6297492932026125	46	33
109	9	0.7410436789358883	47	10
141	115	0.767792575800136	54	77
28	128	0.5694927116377329	80	28
116	101	0.18440109805232885	93	27
64	150	0.8980548497974362	35	13
95	66	0.33027719365474173	66	20
140	123	0.9670255131345546	35	83
40	1	0.6572030285036436	6	21
119	19	0.3653388488799658	6	28
96	110	0.7595379511720337	8	86
143	23	0.7848576962326327	22	88
145	48	0.5999280613874493	30	31
61	49	0.9967242369786761	54	6
96	90	0.7512815835734009	8	44
7	147	0.45282492467040236	79	18
53	104	0.2244033775027897	73	78
7	130	0.9186290252022753	79	29
103	67	0.003845410467910093	40	4
124	146	0.05565868191314982	53	57
88	6	0.5319777982137402	26	35
84	17	0.35975197382500546	65	3
84	36	0.8479042639799197	65	56
28	153	0.40073801387969754	80	53
40	142	0.5373322372480117	6	93
23	96	0.21165671913817985	88	8
51	13	0.9901246605482967	41	50
36	65	0.9675455592839028	56	39
47	104	0.05702835656908367	41	78
125	3	0.07740481101075036	54	35
108	137	0.34862322246837363	99	9
145	33	0.2409438430337546	30	68
63	115	0.33626662070216506	77	77
59	20	0.17822709590637353	70	37
22	73	0.9832276690198535	56	20
12	3	0.6020682899814522	44	35
90	118	0.8734890322811156	44	82
152	93	0.9495911971306215	62	31
55	64	0.08907985992298673	89	35
113	10	0.15298378238066412	78	49
50	71	0.1975840188104394	21	33
51	134	0.48573921752456173	41	63
21	110	0.5364514879302713	26	86
64	21	0.9775352944113431	35	26
102	9	0.11381906694487054	46	10
152	43	0.4710525695833472	62	38
117	31	0.6183069960639839	37	64
75	141	0.2741542201662793	93	54
40	49	0.6081768196404599	6	6
152	24	0.5285177470553216	62	19
153	96	0.8251474676066293	53	8
121	153	0.3639491011561604	43	53
121	109	0.6975946990834534	43	47
29	9	0.5834524319447996	32	10
102	54	0.5702175530901736	46	44
36	82	0.4445404447325785	56	91
74	35	0.40667414152277004	1	39
89	51	0.5400522801144938	53	41
10	41	0.2303700251445734	49	49
72	54	0.7126885263445107	45	44
70	47	0.08028421718392253	77	41
40	138	0.8142279676064111	6	18
4	66	0.9472765586250032	22	20
